#---
#---EXFOR Standard Output---
#=============================================================================
#DATASET        O0851002 
#NOW            2022/03/23:15:09:21
#SUBENT         O0851002   20030501
#ENTRY          O0851      20030501
#AUTHOR1        M.Chiari+
#YEAR           2001
#X4REF1         J,NIM/B,174,259,2001
#REFERENCE1     Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.174, p.259 (2001)
#REACTION       13-AL-27(P,EL)13-AL-27,,DA
#D4REAC         R0#
#C4Reaction     (P,EL),DA
#ReactionType   DA
#Quantity       Differential c/s with respect to angle
#IndVarFamCode  [0 2 4      ]
#ExpectedUnits  [B/SR]
#xVariables     2
#+              Y = Y(X1,X2)
#COLUMNS        9
#HEADER         7           9           12
!DATA        ERR-T       ERR-S       ERR-1       ERR-2       ERR-3       EN          EN-ERR      ANG         
!B/SR        PER-CENT    PER-CENT    PER-CENT    PER-CENT    PER-CENT    MEV         KEV         ADEG        
!Y.Value     Y.Err+-     Y.sErr+-    Y.pErr+-    Y.pErr+-    Y.pErr+-    X1.Value    X1.Err+-    X2.Value    
!0.1         0.911       0.944       0.955       0.955       0.955       1.1         1.911       2.1         
!variable    const       const       const       const       const       variable    const       variable    
!1.0         1.0         1.0         1.0         1.0         1.0         1000000.0   1000.0      1.0         
!B/SR        PER-CENT    PER-CENT    PER-CENT    PER-CENT    PER-CENT    EV          EV          ADEG        
#DATA           2512        9           12
 0.095       2.5         1.          1.          0.5         0.5         2.725       3.          105.        
 0.087       2.5         1.          1.          0.5         0.5         2.725       3.          110.        
 0.081       2.5         1.          1.          0.5         0.5         2.725       3.          115.        
 0.077       2.5         1.          1.          0.5         0.5         2.725       3.          120.        
 0.072       2.5         1.          1.          0.5         0.5         2.725       3.          125.        
 0.069       2.5         1.          1.          0.5         0.5         2.725       3.          130.        
 0.065       2.5         1.          1.          0.5         0.5         2.725       3.          135.        
 0.06        2.5         1.          1.          0.5         0.5         2.725       3.          140.        
 0.057       2.5         1.          1.          0.5         0.5         2.725       3.          145.        
 0.054       2.5         1.          1.          0.5         0.5         2.725       3.          150.        
 0.05        2.5         1.          1.          0.5         0.5         2.725       3.          155.        
 0.047       2.5         1.          1.          0.5         0.5         2.725       3.          160.        
 0.045       2.5         1.          1.          0.5         0.5         2.725       3.          165.        
 0.043       2.5         1.          1.          0.5         0.5         2.725       3.          170.        
 0.08        2.5         1.          1.          0.5         0.5         2.737       3.          100.        
 0.067       2.5         1.          1.          0.5         0.5         2.737       3.          105.        
 0.056       2.5         1.          1.          0.5         0.5         2.737       3.          110.        
 0.048       2.5         1.          1.          0.5         0.5         2.737       3.          115.        
 0.041       2.5         1.          1.          0.5         0.5         2.737       3.          120.        
 0.037       2.5         1.          1.          0.5         0.5         2.737       3.          125.        
 0.034       2.5         1.          1.          0.5         0.5         2.737       3.          130.        
 0.031       2.5         1.          1.          0.5         0.5         2.737       3.          135.        
 0.029       2.5         1.          1.          0.5         0.5         2.737       3.          140.        
 0.026       2.5         1.          1.          0.5         0.5         2.737       3.          150.        
 0.025       2.5         1.          1.          0.5         0.5         2.737       3.          155.        
 0.025       2.5         1.          1.          0.5         0.5         2.737       3.          160.        
 0.029       2.5         1.          1.          0.5         0.5         2.737       3.          165.        
 0.025       2.5         1.          1.          0.5         0.5         2.737       3.          170.        
 0.085       2.5         1.          1.          0.5         0.5         2.75        3.          100.        
 0.07        2.5         1.          1.          0.5         0.5         2.75        3.          105.        
 0.061       2.5         1.          1.          0.5         0.5         2.75        3.          110.        
 0.051       2.5         1.          1.          0.5         0.5         2.75        3.          115.        
 0.047       2.5         1.          1.          0.5         0.5         2.75        3.          120.        
 0.041       2.5         1.          1.          0.5         0.5         2.75        3.          125.        
 0.037       2.5         1.          1.          0.5         0.5         2.75        3.          130.        
 0.034       2.5         1.          1.          0.5         0.5         2.75        3.          135.        
 0.031       2.5         1.          1.          0.5         0.5         2.75        3.          140.        
 0.03        2.5         1.          1.          0.5         0.5         2.75        3.          145.        
 0.029       2.5         1.          1.          0.5         0.5         2.75        3.          150.        
 0.028       2.5         1.          1.          0.5         0.5         2.75        3.          155.        
 0.028       2.5         1.          1.          0.5         0.5         2.75        3.          160.        
 0.027       2.5         1.          1.          0.5         0.5         2.75        3.          165.        
 0.027       2.5         1.          1.          0.5         0.5         2.75        3.          170.        
 0.085       2.5         1.          1.          0.5         0.5         2.762       3.          100.        
 0.072       2.5         1.          1.          0.5         0.5         2.762       3.          105.        
 0.065       2.5         1.          1.          0.5         0.5         2.762       3.          110.        
 0.06        2.5         1.          1.          0.5         0.5         2.762       3.          115.        
 0.057       2.5         1.          1.          0.5         0.5         2.762       3.          120.        
 0.055       2.5         1.          1.          0.5         0.5         2.762       3.          125.        
 0.053       2.5         1.          1.          0.5         0.5         2.762       3.          130.        
 0.052       2.5         1.          1.          0.5         0.5         2.762       3.          135.        
 0.052       2.5         1.          1.          0.5         0.5         2.762       3.          140.        
 0.052       2.5         1.          1.          0.5         0.5         2.762       3.          145.        
 0.053       2.5         1.          1.          0.5         0.5         2.762       3.          150.        
 0.054       2.5         1.          1.          0.5         0.5         2.762       3.          155.        
 0.054       2.5         1.          1.          0.5         0.5         2.762       3.          160.        
 0.061       2.5         1.          1.          0.5         0.5         2.762       3.          165.        
 0.056       2.5         1.          1.          0.5         0.5         2.762       3.          170.        
 0.097       2.5         1.          1.          0.5         0.5         2.764       3.          100.        
 0.086       2.5         1.          1.          0.5         0.5         2.764       3.          105.        
 0.08        2.5         1.          1.          0.5         0.5         2.764       3.          110.        
 0.075       2.5         1.          1.          0.5         0.5         2.764       3.          115.        
 0.071       2.5         1.          1.          0.5         0.5         2.764       3.          120.        
 0.068       2.5         1.          1.          0.5         0.5         2.764       3.          125.        
 0.068       2.5         1.          1.          0.5         0.5         2.764       3.          130.        
 0.067       2.5         1.          1.          0.5         0.5         2.764       3.          135.        
 0.066       2.5         1.          1.          0.5         0.5         2.764       3.          140.        
 0.068       2.5         1.          1.          0.5         0.5         2.764       3.          145.        
 0.069       2.5         1.          1.          0.5         0.5         2.764       3.          150.        
 0.069       2.5         1.          1.          0.5         0.5         2.764       3.          155.        
 0.072       2.5         1.          1.          0.5         0.5         2.764       3.          160.        
 0.072       2.5         1.          1.          0.5         0.5         2.764       3.          165.        
 0.072       2.5         1.          1.          0.5         0.5         2.764       3.          170.        
 0.114       2.5         1.          1.          0.5         0.5         2.786       3.          100.        
 0.098       2.5         1.          1.          0.5         0.5         2.786       3.          105.        
 0.087       2.5         1.          1.          0.5         0.5         2.786       3.          110.        
 0.079       2.5         1.          1.          0.5         0.5         2.786       3.          115.        
 0.071       2.5         1.          1.          0.5         0.5         2.786       3.          120.        
 0.068       2.5         1.          1.          0.5         0.5         2.786       3.          125.        
 0.065       2.5         1.          1.          0.5         0.5         2.786       3.          130.        
 0.064       2.5         1.          1.          0.5         0.5         2.786       3.          135.        
 0.062       2.5         1.          1.          0.5         0.5         2.786       3.          140.        
 0.063       2.5         1.          1.          0.5         0.5         2.786       3.          150.        
 0.065       2.5         1.          1.          0.5         0.5         2.786       3.          155.        
 0.064       2.5         1.          1.          0.5         0.5         2.786       3.          160.        
 0.069       2.5         1.          1.          0.5         0.5         2.786       3.          165.        
 0.065       2.5         1.          1.          0.5         0.5         2.786       3.          170.        
 0.108       2.5         1.          1.          0.5         0.5         2.799       3.          100.        
 0.091       2.5         1.          1.          0.5         0.5         2.799       3.          105.        
 0.081       2.5         1.          1.          0.5         0.5         2.799       3.          110.        
 0.071       2.5         1.          1.          0.5         0.5         2.799       3.          115.        
 0.066       2.5         1.          1.          0.5         0.5         2.799       3.          120.        
 0.06        2.5         1.          1.          0.5         0.5         2.799       3.          125.        
 0.058       2.5         1.          1.          0.5         0.5         2.799       3.          130.        
 0.055       2.5         1.          1.          0.5         0.5         2.799       3.          135.        
 0.053       2.5         1.          1.          0.5         0.5         2.799       3.          140.        
 0.053       2.5         1.          1.          0.5         0.5         2.799       3.          145.        
 0.053       2.5         1.          1.          0.5         0.5         2.799       3.          150.        
 0.054       2.5         1.          1.          0.5         0.5         2.799       3.          155.        
 0.054       2.5         1.          1.          0.5         0.5         2.799       3.          160.        
 0.055       2.5         1.          1.          0.5         0.5         2.799       3.          165.        
 0.055       2.5         1.          1.          0.5         0.5         2.799       3.          170.        
 0.098       2.5         1.          1.          0.5         0.5         2.811       3.          100.        
 0.081       2.5         1.          1.          0.5         0.5         2.811       3.          105.        
 0.072       2.5         1.          1.          0.5         0.5         2.811       3.          110.        
 0.063       2.5         1.          1.          0.5         0.5         2.811       3.          115.        
 0.057       2.5         1.          1.          0.5         0.5         2.811       3.          120.        
 0.054       2.5         1.          1.          0.5         0.5         2.811       3.          125.        
 0.05        2.5         1.          1.          0.5         0.5         2.811       3.          130.        
 0.049       2.5         1.          1.          0.5         0.5         2.811       3.          135.        
 0.048       2.5         1.          1.          0.5         0.5         2.811       3.          140.        
 0.047       2.5         1.          1.          0.5         0.5         2.811       3.          145.        
 0.047       2.5         1.          1.          0.5         0.5         2.811       3.          150.        
 0.048       2.5         1.          1.          0.5         0.5         2.811       3.          155.        
 0.049       2.5         1.          1.          0.5         0.5         2.811       3.          160.        
 0.055       2.5         1.          1.          0.5         0.5         2.811       3.          165.        
 0.05        2.5         1.          1.          0.5         0.5         2.811       3.          170.        
 0.102       2.5         1.          1.          0.5         0.5         2.823       3.          100.        
 0.085       2.5         1.          1.          0.5         0.5         2.823       3.          105.        
 0.074       2.5         1.          1.          0.5         0.5         2.823       3.          110.        
 0.065       2.5         1.          1.          0.5         0.5         2.823       3.          115.        
 0.057       2.5         1.          1.          0.5         0.5         2.823       3.          120.        
 0.053       2.5         1.          1.          0.5         0.5         2.823       3.          125.        
 0.049       2.5         1.          1.          0.5         0.5         2.823       3.          130.        
 0.047       2.5         1.          1.          0.5         0.5         2.823       3.          135.        
 0.045       2.5         1.          1.          0.5         0.5         2.823       3.          140.        
 0.044       2.5         1.          1.          0.5         0.5         2.823       3.          145.        
 0.043       2.5         1.          1.          0.5         0.5         2.823       3.          150.        
 0.044       2.5         1.          1.          0.5         0.5         2.823       3.          155.        
 0.044       2.5         1.          1.          0.5         0.5         2.823       3.          160.        
 0.044       2.5         1.          1.          0.5         0.5         2.823       3.          165.        
 0.045       2.5         1.          1.          0.5         0.5         2.823       3.          170.        
 0.095       2.5         1.          1.          0.5         0.5         2.835       3.          100.        
 0.081       2.5         1.          1.          0.5         0.5         2.835       3.          105.        
 0.07        2.5         1.          1.          0.5         0.5         2.835       3.          110.        
 0.061       2.5         1.          1.          0.5         0.5         2.835       3.          115.        
 0.054       2.5         1.          1.          0.5         0.5         2.835       3.          120.        
 0.049       2.5         1.          1.          0.5         0.5         2.835       3.          125.        
 0.045       2.5         1.          1.          0.5         0.5         2.835       3.          130.        
 0.043       2.5         1.          1.          0.5         0.5         2.835       3.          135.        
 0.041       2.5         1.          1.          0.5         0.5         2.835       3.          140.        
 0.04        2.5         1.          1.          0.5         0.5         2.835       3.          155.        
 0.041       2.5         1.          1.          0.5         0.5         2.835       3.          160.        
 0.045       2.5         1.          1.          0.5         0.5         2.835       3.          165.        
 0.041       2.5         1.          1.          0.5         0.5         2.835       3.          170.        
 0.093       2.5         1.          1.          0.5         0.5         2.847       3.          100.        
 0.077       2.5         1.          1.          0.5         0.5         2.847       3.          105.        
 0.068       2.5         1.          1.          0.5         0.5         2.847       3.          110.        
 0.059       2.5         1.          1.          0.5         0.5         2.847       3.          115.        
 0.052       2.5         1.          1.          0.5         0.5         2.847       3.          120.        
 0.047       2.5         1.          1.          0.5         0.5         2.847       3.          125.        
 0.043       2.5         1.          1.          0.5         0.5         2.847       3.          130.        
 0.04        2.5         1.          1.          0.5         0.5         2.847       3.          135.        
 0.038       2.5         1.          1.          0.5         0.5         2.847       3.          140.        
 0.037       2.5         1.          1.          0.5         0.5         2.847       3.          145.        
 0.036       2.5         1.          1.          0.5         0.5         2.847       3.          150.        
 0.036       2.5         1.          1.          0.5         0.5         2.847       3.          155.        
 0.036       2.5         1.          1.          0.5         0.5         2.847       3.          160.        
 0.036       2.5         1.          1.          0.5         0.5         2.847       3.          165.        
 0.036       2.5         1.          1.          0.5         0.5         2.847       3.          170.        
 0.093       2.5         1.          1.          0.5         0.5         2.85        3.          100.        
 0.076       2.5         1.          1.          0.5         0.5         2.85        3.          105.        
 0.068       2.5         1.          1.          0.5         0.5         2.85        3.          110.        
 0.058       2.5         1.          1.          0.5         0.5         2.85        3.          115.        
 0.05        2.5         1.          1.          0.5         0.5         2.85        3.          120.        
 0.044       2.5         1.          1.          0.5         0.5         2.85        3.          125.        
 0.04        2.5         1.          1.          0.5         0.5         2.85        3.          130.        
 0.037       2.5         1.          1.          0.5         0.5         2.85        3.          135.        
 0.034       2.5         1.          1.          0.5         0.5         2.85        3.          140.        
 0.032       2.5         1.          1.          0.5         0.5         2.85        3.          145.        
 0.032       2.5         1.          1.          0.5         0.5         2.85        3.          150.        
 0.032       2.5         1.          1.          0.5         0.5         2.85        3.          155.        
 0.032       2.5         1.          1.          0.5         0.5         2.85        3.          160.        
 0.032       2.5         1.          1.          0.5         0.5         2.85        3.          165.        
 0.032       2.5         1.          1.          0.5         0.5         2.85        3.          170.        
 0.093       2.5         1.          1.          0.5         0.5         2.86        3.          100.        
 0.078       2.5         1.          1.          0.5         0.5         2.86        3.          105.        
 0.068       2.5         1.          1.          0.5         0.5         2.86        3.          110.        
 0.058       2.5         1.          1.          0.5         0.5         2.86        3.          115.        
 0.05        2.5         1.          1.          0.5         0.5         2.86        3.          120.        
 0.043       2.5         1.          1.          0.5         0.5         2.86        3.          125.        
 0.039       2.5         1.          1.          0.5         0.5         2.86        3.          130.        
 0.035       2.5         1.          1.          0.5         0.5         2.86        3.          135.        
 0.033       2.5         1.          1.          0.5         0.5         2.86        3.          140.        
 0.031       2.5         1.          1.          0.5         0.5         2.86        3.          145.        
 0.03        2.5         1.          1.          0.5         0.5         2.86        3.          150.        
 0.03        2.5         1.          1.          0.5         0.5         2.86        3.          155.        
 0.029       2.5         1.          1.          0.5         0.5         2.86        3.          160.        
 0.033       2.5         1.          1.          0.5         0.5         2.86        3.          165.        
 0.03        2.5         1.          1.          0.5         0.5         2.86        3.          170.        
 0.1         2.5         1.          1.          0.5         0.5         2.865       3.          100.        
 0.083       2.5         1.          1.          0.5         0.5         2.865       3.          105.        
 0.072       2.5         1.          1.          0.5         0.5         2.865       3.          110.        
 0.06        2.5         1.          1.          0.5         0.5         2.865       3.          115.        
 0.051       2.5         1.          1.          0.5         0.5         2.865       3.          120.        
 0.042       2.5         1.          1.          0.5         0.5         2.865       3.          125.        
 0.036       2.5         1.          1.          0.5         0.5         2.865       3.          130.        
 0.03        2.5         1.          1.          0.5         0.5         2.865       3.          135.        
 0.027       2.5         1.          1.          0.5         0.5         2.865       3.          140.        
 0.023       2.5         1.          1.          0.5         0.5         2.865       3.          145.        
 0.022       2.5         1.          1.          0.5         0.5         2.865       3.          150.        
 0.021       2.5         1.          1.          0.5         0.5         2.865       3.          155.        
 0.021       2.5         1.          1.          0.5         0.5         2.865       3.          160.        
 0.021       2.5         1.          1.          0.5         0.5         2.865       3.          165.        
 0.021       2.5         1.          1.          0.5         0.5         2.865       3.          170.        
 0.084       2.5         1.          1.          0.5         0.5         2.87        3.          100.        
 0.069       2.5         1.          1.          0.5         0.5         2.87        3.          105.        
 0.062       2.5         1.          1.          0.5         0.5         2.87        3.          110.        
 0.054       2.5         1.          1.          0.5         0.5         2.87        3.          115.        
 0.05        2.5         1.          1.          0.5         0.5         2.87        3.          120.        
 0.048       2.5         1.          1.          0.5         0.5         2.87        3.          125.        
 0.049       2.5         1.          1.          0.5         0.5         2.87        3.          130.        
 0.053       2.5         1.          1.          0.5         0.5         2.87        3.          135.        
 0.058       2.5         1.          1.          0.5         0.5         2.87        3.          140.        
 0.066       2.5         1.          1.          0.5         0.5         2.87        3.          145.        
 0.076       2.5         1.          1.          0.5         0.5         2.87        3.          150.        
 0.085       2.5         1.          1.          0.5         0.5         2.87        3.          155.        
 0.094       2.5         1.          1.          0.5         0.5         2.87        3.          160.        
 0.101       2.5         1.          1.          0.5         0.5         2.87        3.          165.        
 0.108       2.5         1.          1.          0.5         0.5         2.87        3.          170.        
 0.11        2.5         1.          1.          0.5         0.5         2.872       3.          100.        
 0.093       2.5         1.          1.          0.5         0.5         2.872       3.          105.        
 0.083       2.5         1.          1.          0.5         0.5         2.872       3.          110.        
 0.073       2.5         1.          1.          0.5         0.5         2.872       3.          115.        
 0.066       2.5         1.          1.          0.5         0.5         2.872       3.          120.        
 0.064       2.5         1.          1.          0.5         0.5         2.872       3.          125.        
 0.066       2.5         1.          1.          0.5         0.5         2.872       3.          130.        
 0.074       2.5         1.          1.          0.5         0.5         2.872       3.          135.        
 0.085       2.5         1.          1.          0.5         0.5         2.872       3.          140.        
 0.099       2.5         1.          1.          0.5         0.5         2.872       3.          145.        
 0.117       2.5         1.          1.          0.5         0.5         2.872       3.          150.        
 0.136       2.5         1.          1.          0.5         0.5         2.872       3.          155.        
 0.152       2.5         1.          1.          0.5         0.5         2.872       3.          160.        
 0.169       2.5         1.          1.          0.5         0.5         2.872       3.          165.        
 0.182       2.5         1.          1.          0.5         0.5         2.872       3.          170.        
 0.112       2.5         1.          1.          0.5         0.5         2.875       3.          100.        
 0.091       2.5         1.          1.          0.5         0.5         2.875       3.          105.        
 0.08        2.5         1.          1.          0.5         0.5         2.875       3.          110.        
 0.07        2.5         1.          1.          0.5         0.5         2.875       3.          115.        
 0.069       2.5         1.          1.          0.5         0.5         2.875       3.          120.        
 0.076       2.5         1.          1.          0.5         0.5         2.875       3.          125.        
 0.086       2.5         1.          1.          0.5         0.5         2.875       3.          130.        
 0.104       2.5         1.          1.          0.5         0.5         2.875       3.          135.        
 0.128       2.5         1.          1.          0.5         0.5         2.875       3.          140.        
 0.157       2.5         1.          1.          0.5         0.5         2.875       3.          145.        
 0.187       2.5         1.          1.          0.5         0.5         2.875       3.          150.        
 0.219       2.5         1.          1.          0.5         0.5         2.875       3.          155.        
 0.248       2.5         1.          1.          0.5         0.5         2.875       3.          160.        
 0.273       2.5         1.          1.          0.5         0.5         2.875       3.          165.        
 0.297       2.5         1.          1.          0.5         0.5         2.875       3.          170.        
 0.054       2.5         1.          1.          0.5         0.5         2.88        3.          100.        
 0.038       2.5         1.          1.          0.5         0.5         2.88        3.          105.        
 0.031       2.5         1.          1.          0.5         0.5         2.88        3.          110.        
 0.028       2.5         1.          1.          0.5         0.5         2.88        3.          115.        
 0.03        2.5         1.          1.          0.5         0.5         2.88        3.          120.        
 0.035       2.5         1.          1.          0.5         0.5         2.88        3.          125.        
 0.043       2.5         1.          1.          0.5         0.5         2.88        3.          130.        
 0.053       2.5         1.          1.          0.5         0.5         2.88        3.          135.        
 0.064       2.5         1.          1.          0.5         0.5         2.88        3.          140.        
 0.075       2.5         1.          1.          0.5         0.5         2.88        3.          145.        
 0.086       2.5         1.          1.          0.5         0.5         2.88        3.          150.        
 0.098       2.5         1.          1.          0.5         0.5         2.88        3.          155.        
 0.106       2.5         1.          1.          0.5         0.5         2.88        3.          160.        
 0.114       2.5         1.          1.          0.5         0.5         2.88        3.          165.        
 0.121       2.5         1.          1.          0.5         0.5         2.88        3.          170.        
 0.05        2.5         1.          1.          0.5         0.5         2.885       3.          100.        
 0.038       2.5         1.          1.          0.5         0.5         2.885       3.          105.        
 0.032       2.5         1.          1.          0.5         0.5         2.885       3.          110.        
 0.029       2.5         1.          1.          0.5         0.5         2.885       3.          115.        
 0.03        2.5         1.          1.          0.5         0.5         2.885       3.          120.        
 0.033       2.5         1.          1.          0.5         0.5         2.885       3.          125.        
 0.036       2.5         1.          1.          0.5         0.5         2.885       3.          130.        
 0.041       2.5         1.          1.          0.5         0.5         2.885       3.          135.        
 0.046       2.5         1.          1.          0.5         0.5         2.885       3.          140.        
 0.05        2.5         1.          1.          0.5         0.5         2.885       3.          145.        
 0.055       2.5         1.          1.          0.5         0.5         2.885       3.          150.        
 0.06        2.5         1.          1.          0.5         0.5         2.885       3.          155.        
 0.063       2.5         1.          1.          0.5         0.5         2.885       3.          160.        
 0.069       2.5         1.          1.          0.5         0.5         2.885       3.          165.        
 0.068       2.5         1.          1.          0.5         0.5         2.885       3.          170.        
 0.049       2.5         1.          1.          0.5         0.5         2.89        3.          100.        
 0.039       2.5         1.          1.          0.5         0.5         2.89        3.          105.        
 0.035       2.5         1.          1.          0.5         0.5         2.89        3.          110.        
 0.033       2.5         1.          1.          0.5         0.5         2.89        3.          115.        
 0.034       2.5         1.          1.          0.5         0.5         2.89        3.          120.        
 0.036       2.5         1.          1.          0.5         0.5         2.89        3.          125.        
 0.04        2.5         1.          1.          0.5         0.5         2.89        3.          130.        
 0.043       2.5         1.          1.          0.5         0.5         2.89        3.          135.        
 0.047       2.5         1.          1.          0.5         0.5         2.89        3.          140.        
 0.052       2.5         1.          1.          0.5         0.5         2.89        3.          145.        
 0.055       2.5         1.          1.          0.5         0.5         2.89        3.          150.        
 0.059       2.5         1.          1.          0.5         0.5         2.89        3.          155.        
 0.061       2.5         1.          1.          0.5         0.5         2.89        3.          160.        
 0.063       2.5         1.          1.          0.5         0.5         2.89        3.          165.        
 0.065       2.5         1.          1.          0.5         0.5         2.89        3.          170.        
 0.055       2.5         1.          1.          0.5         0.5         2.895       3.          100.        
 0.046       2.5         1.          1.          0.5         0.5         2.895       3.          105.        
 0.044       2.5         1.          1.          0.5         0.5         2.895       3.          110.        
 0.042       2.5         1.          1.          0.5         0.5         2.895       3.          115.        
 0.043       2.5         1.          1.          0.5         0.5         2.895       3.          120.        
 0.044       2.5         1.          1.          0.5         0.5         2.895       3.          125.        
 0.047       2.5         1.          1.          0.5         0.5         2.895       3.          130.        
 0.05        2.5         1.          1.          0.5         0.5         2.895       3.          135.        
 0.053       2.5         1.          1.          0.5         0.5         2.895       3.          140.        
 0.056       2.5         1.          1.          0.5         0.5         2.895       3.          145.        
 0.06        2.5         1.          1.          0.5         0.5         2.895       3.          150.        
 0.062       2.5         1.          1.          0.5         0.5         2.895       3.          155.        
 0.065       2.5         1.          1.          0.5         0.5         2.895       3.          160.        
 0.066       2.5         1.          1.          0.5         0.5         2.895       3.          165.        
 0.067       2.5         1.          1.          0.5         0.5         2.895       3.          170.        
 0.076       2.5         1.          1.          0.5         0.5         2.908       3.          100.        
 0.067       2.5         1.          1.          0.5         0.5         2.908       3.          105.        
 0.062       2.5         1.          1.          0.5         0.5         2.908       3.          110.        
 0.057       2.5         1.          1.          0.5         0.5         2.908       3.          115.        
 0.055       2.5         1.          1.          0.5         0.5         2.908       3.          120.        
 0.055       2.5         1.          1.          0.5         0.5         2.908       3.          125.        
 0.054       2.5         1.          1.          0.5         0.5         2.908       3.          130.        
 0.055       2.5         1.          1.          0.5         0.5         2.908       3.          135.        
 0.055       2.5         1.          1.          0.5         0.5         2.908       3.          140.        
 0.056       2.5         1.          1.          0.5         0.5         2.908       3.          145.        
 0.057       2.5         1.          1.          0.5         0.5         2.908       3.          150.        
 0.059       2.5         1.          1.          0.5         0.5         2.908       3.          155.        
 0.059       2.5         1.          1.          0.5         0.5         2.908       3.          160.        
 0.067       2.5         1.          1.          0.5         0.5         2.908       3.          165.        
 0.06        2.5         1.          1.          0.5         0.5         2.908       3.          170.        
 0.084       2.5         1.          1.          0.5         0.5         2.92        3.          100.        
 0.072       2.5         1.          1.          0.5         0.5         2.92        3.          105.        
 0.064       2.5         1.          1.          0.5         0.5         2.92        3.          110.        
 0.058       2.5         1.          1.          0.5         0.5         2.92        3.          115.        
 0.054       2.5         1.          1.          0.5         0.5         2.92        3.          120.        
 0.052       2.5         1.          1.          0.5         0.5         2.92        3.          125.        
 0.05        2.5         1.          1.          0.5         0.5         2.92        3.          130.        
 0.05        2.5         1.          1.          0.5         0.5         2.92        3.          135.        
 0.049       2.5         1.          1.          0.5         0.5         2.92        3.          140.        
 0.05        2.5         1.          1.          0.5         0.5         2.92        3.          145.        
 0.051       2.5         1.          1.          0.5         0.5         2.92        3.          150.        
 0.052       2.5         1.          1.          0.5         0.5         2.92        3.          155.        
 0.052       2.5         1.          1.          0.5         0.5         2.92        3.          160.        
 0.053       2.5         1.          1.          0.5         0.5         2.92        3.          165.        
 0.053       2.5         1.          1.          0.5         0.5         2.92        3.          170.        
 0.07        2.5         1.          1.          0.5         0.5         2.933       3.          100.        
 0.06        2.5         1.          1.          0.5         0.5         2.933       3.          105.        
 0.053       2.5         1.          1.          0.5         0.5         2.933       3.          110.        
 0.048       2.5         1.          1.          0.5         0.5         2.933       3.          115.        
 0.045       2.5         1.          1.          0.5         0.5         2.933       3.          120.        
 0.042       2.5         1.          1.          0.5         0.5         2.933       3.          125.        
 0.043       2.5         1.          1.          0.5         0.5         2.933       3.          130.        
 0.041       2.5         1.          1.          0.5         0.5         2.933       3.          135.        
 0.041       2.5         1.          1.          0.5         0.5         2.933       3.          140.        
 0.04        2.5         1.          1.          0.5         0.5         2.933       3.          145.        
 0.041       2.5         1.          1.          0.5         0.5         2.933       3.          150.        
 0.041       2.5         1.          1.          0.5         0.5         2.933       3.          155.        
 0.042       2.5         1.          1.          0.5         0.5         2.933       3.          160.        
 0.048       2.5         1.          1.          0.5         0.5         2.933       3.          165.        
 0.042       2.5         1.          1.          0.5         0.5         2.933       3.          170.        
 0.06        2.5         1.          1.          0.5         0.5         2.945       3.          100.        
 0.052       2.5         1.          1.          0.5         0.5         2.945       3.          105.        
 0.047       2.5         1.          1.          0.5         0.5         2.945       3.          110.        
 0.043       2.5         1.          1.          0.5         0.5         2.945       3.          115.        
 0.041       2.5         1.          1.          0.5         0.5         2.945       3.          120.        
 0.04        2.5         1.          1.          0.5         0.5         2.945       3.          125.        
 0.04        2.5         1.          1.          0.5         0.5         2.945       3.          130.        
 0.04        2.5         1.          1.          0.5         0.5         2.945       3.          135.        
 0.04        2.5         1.          1.          0.5         0.5         2.945       3.          140.        
 0.041       2.5         1.          1.          0.5         0.5         2.945       3.          145.        
 0.042       2.5         1.          1.          0.5         0.5         2.945       3.          150.        
 0.042       2.5         1.          1.          0.5         0.5         2.945       3.          155.        
 0.042       2.5         1.          1.          0.5         0.5         2.945       3.          160.        
 0.043       2.5         1.          1.          0.5         0.5         2.945       3.          165.        
 0.043       2.5         1.          1.          0.5         0.5         2.945       3.          170.        
 0.068       2.5         1.          1.          0.5         0.5         2.958       3.          100.        
 0.067       2.5         1.          1.          0.5         0.5         2.958       3.          105.        
 0.066       2.5         1.          1.          0.5         0.5         2.958       3.          110.        
 0.067       2.5         1.          1.          0.5         0.5         2.958       3.          115.        
 0.07        2.5         1.          1.          0.5         0.5         2.958       3.          120.        
 0.073       2.5         1.          1.          0.5         0.5         2.958       3.          125.        
 0.074       2.5         1.          1.          0.5         0.5         2.958       3.          130.        
 0.076       2.5         1.          1.          0.5         0.5         2.958       3.          135.        
 0.077       2.5         1.          1.          0.5         0.5         2.958       3.          140.        
 0.078       2.5         1.          1.          0.5         0.5         2.958       3.          145.        
 0.081       2.5         1.          1.          0.5         0.5         2.958       3.          150.        
 0.082       2.5         1.          1.          0.5         0.5         2.958       3.          155.        
 0.083       2.5         1.          1.          0.5         0.5         2.958       3.          160.        
 0.089       2.5         1.          1.          0.5         0.5         2.958       3.          165.        
 0.084       2.5         1.          1.          0.5         0.5         2.958       3.          170.        
 0.113       2.5         1.          1.          0.5         0.5         2.97        3.          100.        
 0.107       2.5         1.          1.          0.5         0.5         2.97        3.          105.        
 0.102       2.5         1.          1.          0.5         0.5         2.97        3.          110.        
 0.096       2.5         1.          1.          0.5         0.5         2.97        3.          115.        
 0.092       2.5         1.          1.          0.5         0.5         2.97        3.          120.        
 0.092       2.5         1.          1.          0.5         0.5         2.97        3.          125.        
